code,description,name,address,city,state,zip,phone,fax,person,business indicator,women business indicator,local business indicator,over million dollar revenue indicator,date
09300  ,TILE                                                                                      ,Shine Construction Corp,90-15 192nd Street,Hollis                        ,NY,11423          ,718-300-4900                  ,718-300-4900   ,Shamsher Ashraf               ,Y,N,N,N,03/09/2020
09650  ,RESILIENT FLOORING                                                                        ,Shine Construction Corp,90-15 192nd Street,Hollis                        ,NY,11423          ,718-300-4900                  ,718-300-4900   ,Shamsher Ashraf               ,Y,N,N,N,03/09/2020
09900  ,PAINTING                                                                                  ,Shine Construction Corp,90-15 192nd Street,Hollis                        ,NY,11423          ,718-300-4900                  ,718-300-4900   ,Shamsher Ashraf               ,Y,N,N,N,03/09/2020
13280  ,HAZMAT REMED - LEAD PAINT REMOVAL                                                         ,Shoreline Contracts Inc,13 Fullerton Avenue,Yonkers                       ,NY,10704          ,914-966-0033                  ,347-664-9083   ,Michael Coleman               ,N,N,N,N,12/05/2019
13285  ,HAZMAT REMED - ASBESTOS ABTMNT & REM                                                      ,Shoreline Contracts Inc,13 Fullerton Avenue,Yonkers                       ,NY,10704          ,914-966-0033                  ,347-664-9083   ,Michael Coleman               ,N,N,N,N,12/05/2019
32040  ,ENGR-FULL SERVICE                                                                         ,"SI ENGINEERING, P.C.",39 Broadway,New York                      ,NY,10006          ,212-354-5939                  ,212-354-8521   ,Sarwat Izhar                  ,Y,Y,N,Y,08/28/2018
36000  ,CONSTR RELATED SRVCS (USE W/PROFILE CODES)                                                ,"SI ENGINEERING, P.C.",39 Broadway,New York                      ,NY,10006          ,212-354-5939                  ,212-354-8521   ,Sarwat Izhar                  ,Y,Y,N,Y,08/28/2018
86060  ,PERSONNEL SERVICES - TEMPORARY                                                            ,"SI ENGINEERING, P.C.",39 Broadway,New York                      ,NY,10006          ,212-354-5939                  ,212-354-8521   ,Sarwat Izhar                  ,Y,Y,N,Y,08/28/2018
32040  ,ENGR-FULL SERVICE                                                                         ,"Siddiqui Engineering, P.C.",183 Broadway,Hicksville                    ,NY,11801-4242     ,516-622-3333                  ,917-579-0719   ,Rashid S Siddiqui             ,Y,N,N,Y,08/18/2018
35000  ,CONSTRUCTION MANAGERS                                                                     ,"Siddiqui Engineering, P.C.",183 Broadway,Hicksville                    ,NY,11801-4242     ,516-622-3333                  ,917-579-0719   ,Rashid S Siddiqui             ,Y,N,N,Y,08/18/2018
36000  ,CONSTR RELATED SRVCS (USE W/PROFILE CODES)                                                ,"Siddiqui Engineering, P.C.",183 Broadway,Hicksville                    ,NY,11801-4242     ,516-622-3333                  ,917-579-0719   ,Rashid S Siddiqui             ,Y,N,N,Y,08/18/2018
37023  ,COST ESTIMATING                                                                           ,"Siddiqui Engineering, P.C.",183 Broadway,Hicksville                    ,NY,11801-4242     ,516-622-3333                  ,917-579-0719   ,Rashid S Siddiqui             ,Y,N,N,Y,08/18/2018
04200  ,UNIT MASONRY                                                                              ,"SIG CONTRACTING, CORP",1019 38th Street,Brooklyn                      ,NY,11219          ,718-855-4756                  ,347-823-2249   ,Izzy Goldberg                 ,N,N,N,N,09/22/2018
04900  ,MASONRY RESTORATION/CLEANING                                                              ,"SIG CONTRACTING, CORP",1019 38th Street,Brooklyn                      ,NY,11219          ,718-855-4756                  ,347-823-2249   ,Izzy Goldberg                 ,N,N,N,N,09/22/2018
07810  ,SPRAY-ON FIREPROOFING                                                                     ,"SIG CONTRACTING, CORP",1019 38th Street,Brooklyn                      ,NY,11219          ,718-855-4756                  ,347-823-2249   ,Izzy Goldberg                 ,N,N,N,N,09/22/2018
09650  ,RESILIENT FLOORING                                                                        ,"SIG CONTRACTING, CORP",1019 38th Street,Brooklyn                      ,NY,11219          ,718-855-4756                  ,347-823-2249   ,Izzy Goldberg                 ,N,N,N,N,09/22/2018
09900  ,PAINTING                                                                                  ,"SIG CONTRACTING, CORP",1019 38th Street,Brooklyn                      ,NY,11219          ,718-855-4756                  ,347-823-2249   ,Izzy Goldberg                 ,N,N,N,N,09/22/2018
05580  ,SHEET METAL FABRICATION                                                                   ,"SIGN DESIGN GROUP OF NY, INC.",33-26 Northern Blvd.,Long Island City              ,NY,11101          ,718-392-0779                  ,718-786-1108   ,Muhammad Mohsin               ,Y,N,N,N,10/23/2020
10400  ,IDENTIFYING DEVICES                                                                       ,"SIGN DESIGN GROUP OF NY, INC.",33-26 Northern Blvd.,Long Island City              ,NY,11101          ,718-392-0779                  ,718-786-1108   ,Muhammad Mohsin               ,Y,N,N,N,10/23/2020
37002  ,ADA COMPLIANCE                                                                            ,"SIGN DESIGN GROUP OF NY, INC.",33-26 Northern Blvd.,Long Island City              ,NY,11101          ,718-392-0779                  ,718-786-1108   ,Muhammad Mohsin               ,Y,N,N,N,10/23/2020
80250  ,SIGNAGE                                                                                   ,"SIGN DESIGN GROUP OF NY, INC.",33-26 Northern Blvd.,Long Island City              ,NY,11101          ,718-392-0779                  ,718-786-1108   ,Muhammad Mohsin               ,Y,N,N,N,10/23/2020
80250  ,SIGNAGE                                                                                   ,SIGNS & DECAL CORPORATION,410 MORGAN AVENUE,BROOKLYN                      ,NY,11211          ,718-486-6400                  ,917-301-0147   ,Tazzim Khalfan                ,Y,N,N,N,10/08/2018
04400  ,STONE                                                                                     ,Silver Slate Group LLC,149 Madison Avenue,New York                      ,NY,10016          ,212-725-7700                  ,646-221-1777   ,Nym Advani                    ,Y,Y,N,N,03/15/2020
09300  ,TILE                                                                                      ,Silver Slate Group LLC,149 Madison Avenue,New York                      ,NY,10016          ,212-725-7700                  ,646-221-1777   ,Nym Advani                    ,Y,Y,N,N,03/15/2020
07600  ,FLASHING AND SHEET METAL                                                                  ,SILVER STONE SHEET METAL FABRICATIONS CORP.,62 - 68 huntington street,brooklyn                      ,NY,11231          ,718-422-0380                  ,718-422-0381   ,rustem duka                   ,N,N,N,N,11/03/2018
07700  ,ROOF SPECIALTIES/ACCESSORIES                                                              ,SILVER STONE SHEET METAL FABRICATIONS CORP.,62 - 68 huntington street,brooklyn                      ,NY,11231          ,718-422-0380                  ,718-422-0381   ,rustem duka                   ,N,N,N,N,11/03/2018
07810  ,SPRAY-ON FIREPROOFING                                                                     ,"Silverite Construction Co., Inc.",520 West Old Country Road,Hicksville                    ,NY,11801-1818     ,516-681-0562                  ,516-942-0802   ,Susan Fonseca                 ,N,N,N,Y,10/27/2020
15500  ,HEAT GENERATION                                                                           ,"Silverite Construction Co., Inc.",520 West Old Country Road,Hicksville                    ,NY,11801-1818     ,516-681-0562                  ,516-942-0802   ,Susan Fonseca                 ,N,N,N,Y,10/27/2020
15700  ,"HEATING, VENTIL & AIR CONDITION                                                           ","Silverite Construction Co., Inc.",520 West Old Country Road,Hicksville                    ,NY,11801-1818     ,516-681-0562                  ,516-942-0802   ,Susan Fonseca                 ,N,N,N,Y,10/27/2020
99945  ,GENL CONTR - EXTERIOR MODIFICATIONS                                                       ,"Silverite Construction Co., Inc.",520 West Old Country Road,Hicksville                    ,NY,11801-1818     ,516-681-0562                  ,516-942-0802   ,Susan Fonseca                 ,N,N,N,Y,10/27/2020
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,"Silverite Construction Co., Inc.",520 West Old Country Road,Hicksville                    ,NY,11801-1818     ,516-681-0562                  ,516-942-0802   ,Susan Fonseca                 ,N,N,N,Y,10/27/2020
99999  ,GENERAL CONTRACTOR                                                                        ,"Silverite Construction Co., Inc.",520 West Old Country Road,Hicksville                    ,NY,11801-1818     ,516-681-0562                  ,516-942-0802   ,Susan Fonseca                 ,N,N,N,Y,10/27/2020
86080  ,SECURITY SERVICES - WATCHGUARD/PATROL                                                     ,SIMAREN CORP,80  Wicks Path,Commack                       ,NY,11725          ,718-766-5392                  ,646-996-2116   ,KAY SIMAREN                   ,Y,N,N,N,06/02/2020
32030  ,ENGINEERING - CIVIL/STRUCTURAL                                                            ,"Simpson Gumpertz & Heger Associates, Inc., PC",550  Seventh Avenue,New York                      ,NY,10018          ,781-907-9114                  ,,William McMann                ,N,N,N,Y,07/24/2018
11400  ,FOOD SERVICE EQUIPMENT                                                                    ,SINGER EQUIPMENT COMPANY,150 South Twin Valley Road,Elverson                      ,PA,19520          ,610-387-6423                  ,,Nikki Missimer                ,N,N,N,N,09/09/2019
06100  ,ROUGH CARPENTRY                                                                           ,Singh & James Development Group LLC,999 South Oyster Bay Rd.,Bethpage                      ,NY,11714          ,516-424-3363                  ,,Prabhjot Singh                ,Y,N,N,N,07/27/2020
